City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,rhinelander,45.6366,-89.4121,8.09,61,40,2.57,US,1699833312
299,egilsstadir,65.2653,-14.3948,-3.05,86,40,1.54,IS,1699833313
300,bayanhongor,46.7167,100.1167,-16.72,65,33,1.58,MN,1699833314
301,kontiolahti,62.7602,29.8471,-0.7,84,100,4.63,FI,1699833314
302,esqueda,30.7167,-109.5833,17.92,45,0,2.92,MX,1699833315
303,bikenibeu village,1.3673,173.1241,27.98,89,100,1.03,KI,1699833316
304,road town,18.4167,-64.6167,28.05,78,40,5.14,VG,1699833096
305,waajid,3.8096,43.2463,24.9,77,49,4.47,SO,1699833317
306,terra santa,-2.1042,-56.4869,30.23,45,61,1.6,BR,1699833318
307,fort st. john,56.2499,-120.8529,1.94,55,75,2.06,CA,1699833319
308,monywa,22.1167,95.1333,20.94,84,23,2.8,MM,1699833291
309,tazovsky,67.4667,78.7,-10.65,95,91,5.16,RU,1699833247
310,muskogee,35.5834,-95.3336,17.12,39,0,2.06,US,1699833322
311,kaa-khem,51.6833,94.7333,-13.66,88,98,0.71,RU,1699833322
312,flying fish cove,-10.4217,105.6791,24.82,88,75,4.12,CX,1699833323
313,santa marta,11.2408,-74.199,31.05,72,40,6.26,CO,1699833104
314,malanje,-9.5402,16.341,17.35,98,96,0.51,AO,1699833325
315,zhumysker,49.3333,49.4,8.06,60,99,8.4,KZ,1699833326
316,sabang,5.8933,95.3214,27.68,76,97,4.98,ID,1699833327
317,whakatane,-37.9585,176.9854,23.82,67,3,2.24,NZ,1699833283
318,sisimiut,66.9395,-53.6735,-8.66,86,99,2.96,GL,1699833328
319,bereznik,62.8551,42.7072,-2.02,85,88,5.23,RU,1699833329
320,selfoss,63.9331,-20.9971,3.36,64,100,7.58,IS,1699833330
321,carnarvon,-24.8667,113.6333,22.03,74,17,4.05,AU,1699833331
322,thabazimbi,-24.5917,27.4116,24.02,44,71,2.22,ZA,1699833332
323,shumikha,55.2261,63.2961,0.48,90,41,2.65,RU,1699833332
324,kaoma,-14.7833,24.8,17.64,86,66,0.12,ZM,1699833333
325,cabedelo,-6.9811,-34.8339,26.37,76,0,4.16,BR,1699833334
326,hagere hiywet,8.9833,37.85,13.0,84,30,1.99,ET,1699833335
327,acapulco de juarez,16.8634,-99.8901,30.9,70,0,5.66,MX,1699833234
328,lusambo,-4.9667,23.45,19.18,99,88,0.69,CD,1699833336
329,mbanza kongo,-6.267,14.2401,20.68,96,100,0.43,AO,1699833337
330,arkalyk,50.2486,66.9114,3.81,94,93,2.43,KZ,1699833338
331,talnakh,69.4865,88.3972,-1.55,96,100,4.41,RU,1699833237
332,lompoc,34.6391,-120.4579,23.23,43,0,5.66,US,1699833340
333,kruisfontein,-34.0033,24.7314,11.47,79,1,3.7,ZA,1699833341
334,mil'kovo,55.6078,37.7956,7.22,95,99,6.21,RU,1699833342
335,shingu,33.7333,135.9833,9.93,71,54,4.46,JP,1699833343
336,colonia menno,-22.3667,-59.8167,38.13,23,57,3.94,PY,1699833344
337,kuala terengganu,5.3302,103.1408,24.97,100,20,1.54,MY,1699833346
338,mallammaduri,12.565,9.9573,23.9,16,8,4.21,NG,1699833346
339,xinyuan,37.3,99.0,-8.66,35,0,2.75,CN,1699833347
340,mount pearl,47.5166,-52.7813,-0.48,88,100,6.69,CA,1699833348
341,jinghong,21.991,100.7341,19.52,94,92,0.73,CN,1699833348
342,kotido,2.9806,34.1331,22.87,66,90,4.84,UG,1699833349
343,kavieng,-2.5744,150.7967,28.47,68,100,1.43,PG,1699833232
344,hithadhoo,-0.6,73.0833,27.61,75,73,3.14,MV,1699833351
345,mugia,43.1041,-9.2179,19.39,92,94,13.12,ES,1699833348
346,les cayes,18.2,-73.75,26.94,82,13,2.53,HT,1699833352
347,laojunmiao,39.8333,97.7333,-2.06,41,4,2.11,CN,1699833353
348,al ghayzah,16.2079,52.176,26.03,71,0,0.3,YE,1699833354
349,myanaung,18.2833,95.3167,23.08,93,96,2.73,MM,1699833355
350,st. john's,47.5649,-52.7093,-0.02,89,100,6.69,CA,1699833152
351,katsuren-haebaru,26.3369,127.8719,22.01,68,100,5.14,JP,1699833356
352,maragogi,-9.0122,-35.2225,24.17,73,5,2.45,BR,1699833357
353,qarazhal,48.0078,70.7903,2.44,93,100,2.9,KZ,1699833358
354,jalai nur,49.45,117.7,-12.0,88,7,2.54,CN,1699833359
355,camocim,-2.9022,-40.8411,26.23,75,0,5.86,BR,1699833308
356,cesky krumlov,48.8109,14.3152,3.68,93,100,1.71,CZ,1699833360
357,bandar lampung,-5.4254,105.258,25.45,90,100,0.45,ID,1699833350
358,yuanping,38.7153,112.7575,-2.88,36,100,1.12,CN,1699833361
359,novoselitskoye,44.7508,43.4369,12.74,75,99,2.93,RU,1699833362
360,uttar char fasson,22.2332,90.7132,21.8,83,29,4.27,BD,1699833301
361,manokwari,-0.8667,134.0833,28.33,74,100,2.94,ID,1699833364
362,laguna,38.421,-121.4238,23.71,32,0,2.57,US,1699833364
363,south grafton,-29.7,152.95,25.82,67,68,0.33,AU,1699833365
364,faya-largeau,17.9257,19.1043,25.72,20,7,6.66,TD,1699833366
365,coahuayana de hidalgo,18.7,-103.6583,27.64,81,32,1.12,MX,1699833367
366,ialibu,-6.2821,143.9935,20.22,50,61,2.61,PG,1699833368
367,port augusta,-32.5,137.7667,25.38,22,100,3.37,AU,1699833369
368,tutoia,-2.7619,-42.2744,26.58,80,0,5.14,BR,1699833370
369,rudsar,37.1376,50.288,19.48,63,86,3.38,IR,1699833371
370,wewak,-3.5534,143.6268,28.96,73,24,2.69,PG,1699833372
371,general mosconi,-23.1851,-62.303,32.97,44,54,4.83,AR,1699833372
372,merizo village,13.2658,144.6691,30.32,83,37,8.55,GU,1699833239
373,puerto quijarro,-17.7833,-57.7667,32.69,38,78,2.07,BO,1699833374
374,taguatinga,-12.3857,-46.5711,29.75,23,10,2.63,BR,1699833375
375,mezhdurechenskiy,59.6,65.9333,-2.21,95,34,1.74,RU,1699833376
376,luganville,-15.5333,167.1667,26.18,68,100,6.03,VU,1699833376
377,al kharijah,25.4514,30.5464,24.4,49,60,3.74,EG,1699833378
378,ghatkesar,17.4494,78.6853,19.85,74,25,2.03,IN,1699833361
379,san mateo del mar,16.2,-95.0,27.78,71,8,13.88,MX,1699833379
380,quellon,-43.1167,-73.6167,7.95,76,99,3.77,CL,1699833381
381,pokaran,26.9167,71.9167,19.69,36,26,3.25,IN,1699833382
382,balykshi,47.0667,51.8667,6.0,75,0,9.0,KZ,1699833382
383,amga,60.8953,131.9608,-15.09,93,100,3.22,RU,1699833383
384,wenchang,30.904,118.4887,5.01,60,25,2.33,CN,1699833384
385,suluktu,39.9337,69.57,0.71,66,8,1.07,KG,1699833385
386,marquette,46.5333,-87.6335,7.09,68,100,2.24,US,1699833386
387,callao,-12.0667,-77.15,23.18,77,75,6.69,PE,1699833387
388,mount isa,-20.7333,139.5,32.87,33,8,3.6,AU,1699833387
389,aswan,24.0934,32.907,27.28,55,97,2.68,EG,1699833388
390,harar,9.3094,42.1258,16.3,77,52,0.66,ET,1699833389
391,trairi,-3.2778,-39.2689,25.97,75,1,3.98,BR,1699833390
392,griffith,41.5284,-87.4237,12.25,50,0,4.12,US,1699833391
393,pisco,-13.7,-76.2167,21.03,78,0,8.75,PE,1699833392
394,mogocha,53.7333,119.7667,-10.95,64,5,0.85,RU,1699833393
395,port lincoln,-34.7333,135.8667,16.2,68,93,5.05,AU,1699833281
396,cavalaire-sur-mer,43.174,6.5272,16.9,69,94,9.76,FR,1699833394
397,gharyan,32.1722,13.0203,15.04,54,0,0.83,LY,1699833395
398,sitka,57.0531,-135.33,7.94,61,0,0.0,US,1699833396
399,starobaltachevo,56.0013,55.9213,2.28,80,100,4.92,RU,1699833397
400,remire-montjoly,4.9167,-52.2667,26.5,85,71,3.37,GF,1699833174
401,barcelos,41.5388,-8.6151,18.08,96,98,4.64,PT,1699833399
402,harstad,68.799,16.5293,-1.58,60,2,6.71,NO,1699833400
403,aweil,8.7682,27.4002,26.25,63,22,1.19,SS,1699833401
404,antsiranana,-12.2787,49.2917,24.82,79,35,6.22,MG,1699833401
405,sierra grande,-41.606,-65.3557,12.7,19,25,1.39,AR,1699833402
406,tafuna,-14.3358,-170.72,28.43,77,45,3.94,AS,1699833403
407,kapuskasing,49.4169,-82.4331,1.05,93,100,6.69,CA,1699833404
408,ambodifotatra,-16.9833,49.85,24.64,72,37,1.27,MG,1699833404
409,urangan,-25.3,152.9,23.18,63,54,3.78,AU,1699833405
410,mar del plata,-38.0023,-57.5575,12.27,63,0,3.09,AR,1699833406
411,chon daen,16.1895,100.8596,25.66,87,100,1.18,TH,1699833407
412,la passe,45.5549,-0.8967,15.13,89,97,4.63,FR,1699833317
413,kralendijk,12.15,-68.2667,27.99,83,20,8.23,BQ,1699833342
414,guiratinga,-16.3494,-53.7583,29.14,34,83,1.67,BR,1699833409
415,zayed city,24.3768,54.589,26.67,39,0,4.12,AE,1699833410
416,angaur state,6.906,134.13,28.82,78,88,6.7,PW,1699833411
417,port-vila,-17.7338,168.3219,23.78,88,100,5.66,VU,1699833411
418,luchegorsk,46.4764,134.2569,-8.27,86,89,4.55,RU,1699833412
419,dudinka,69.4058,86.1778,-0.74,98,100,7.6,RU,1699833413
420,mumford,5.2618,-0.759,26.57,85,30,3.7,GH,1699833414
421,antalaha,-14.9003,50.2788,22.32,86,19,2.51,MG,1699833415
422,muncar,-8.4333,114.3333,27.51,78,15,0.76,ID,1699833416
423,hadibu,12.65,54.0333,26.56,83,64,5.98,YE,1699833416
424,brookings,44.3114,-96.7984,8.92,50,1,3.42,US,1699833373
425,happy valley-goose bay,53.3168,-60.3315,-2.83,68,20,5.14,CA,1699833418
426,tarma,-11.4197,-75.6908,13.83,83,78,2.12,PE,1699833418
427,saldanha,-33.0117,17.9442,14.03,86,0,7.94,ZA,1699833284
428,queenstown,-31.8976,26.8753,8.19,90,0,1.42,ZA,1699833420
429,santarem,-2.4431,-54.7083,31.07,62,0,3.09,BR,1699833421
430,sinabang,2.4803,96.3801,26.36,84,97,2.26,ID,1699833421
431,were ilu,10.6,39.4333,11.15,83,41,3.11,ET,1699833422
432,vicar,36.8316,-2.6427,12.11,67,0,0.47,ES,1699833423
433,broome,42.2506,-75.833,1.48,80,13,0.45,US,1699833423
434,praia da vitoria,38.7333,-27.0667,18.2,100,75,4.27,PT,1699833424
435,aljezur,37.3191,-8.8033,16.1,94,1,1.78,PT,1699833425
436,mertola,37.6592,-7.6643,15.92,95,0,2.4,PT,1699833426
437,taroa,8.7058,171.2275,28.34,82,81,8.16,MH,1699833427
438,san carlos,9.6612,-68.5827,25.26,83,100,1.43,VE,1699832995
439,ndele,8.4109,20.6473,22.01,93,100,1.21,CF,1699833428
440,mattighofen,48.1031,13.1503,4.66,99,100,2.3,AT,1699833429
441,banjarmasin,-3.3244,114.591,25.08,83,70,0.93,ID,1699833104
442,novoagansk,61.9449,76.6625,-2.41,96,100,4.48,RU,1699833431
443,waiuku,-37.25,174.75,21.58,54,2,3.99,NZ,1699833431
444,aldinga beach,-35.2793,138.4604,20.7,53,46,3.22,AU,1699833432
445,broken hill,-31.95,141.4333,22.88,23,56,4.26,AU,1699833157
446,matoury,4.8483,-52.3317,26.66,84,48,3.76,GF,1699833435
447,sadalgi,16.5667,74.55,21.52,66,65,2.03,IN,1699833436
448,ibshaway,29.358,30.6814,22.6,70,3,4.22,EG,1699833437
449,okha,53.5739,142.9478,-4.41,94,100,6.49,RU,1699833438
450,oras,12.1406,125.4397,28.26,82,89,3.74,PH,1699833439
451,pacasmayo,-7.4006,-79.5714,20.08,81,52,6.15,PE,1699833440
452,castillos,-34.1667,-53.8333,16.14,82,71,2.2,UY,1699833440
453,puerto carreno,6.189,-67.4859,25.99,94,40,3.09,CO,1699833441
454,tabou,4.423,-7.3528,25.97,89,14,3.75,CI,1699833442
455,muisne,0.6,-80.0333,25.31,84,87,2.87,EC,1699833443
456,ust-nera,64.5667,143.2,-23.98,99,100,1.01,RU,1699833444
457,maputo,-25.9653,32.5892,19.82,83,75,6.71,MZ,1699833444
458,khandyga,62.6667,135.6,-23.8,98,100,0.76,RU,1699833445
459,kaset sombun,16.2805,101.9542,23.72,87,100,2.06,TH,1699833446
460,labytnangi,66.6572,66.4183,-12.52,89,8,3.78,RU,1699833447
461,villa gesell,-37.2639,-56.973,13.36,62,69,7.35,AR,1699833448
462,ta`u,-14.2336,-169.5144,27.82,79,58,4.81,AS,1699833449
463,bankim,6.083,11.4905,20.73,87,99,0.35,CM,1699833449
464,vershino-darasunskiy,52.35,115.5167,-14.96,96,13,1.45,RU,1699833450
465,zeya,53.75,127.2667,-3.62,42,4,3.84,RU,1699833451
466,nola,40.922,14.5329,15.92,96,7,0.2,IT,1699833452
467,shevchenko,48.5,35.0,8.84,72,100,6.49,UA,1699833453
468,pamandzi,-12.7967,45.2794,26.88,83,0,1.03,YT,1699833454
469,pokrovskoye,47.4157,38.8971,9.89,76,38,7.3,RU,1699833454
470,usogorsk,63.4106,48.6872,-6.3,97,79,4.56,RU,1699833455
471,tigwav,18.4314,-72.8669,28.14,74,18,2.07,HT,1699833456
472,kailua-kona,19.6406,-155.9956,29.6,74,40,4.12,US,1699833457
473,freetown,8.484,-13.2299,27.84,83,40,2.57,SL,1699833458
474,plastun,44.7561,136.2939,-4.33,52,65,3.33,RU,1699833459
475,kurumkan,54.3,110.3,-8.82,84,76,0.45,RU,1699833460
476,xai-xai,-25.0519,33.6442,22.72,67,100,6.74,MZ,1699833461
477,mutuali,-14.8706,37.0044,25.27,61,99,1.45,MZ,1699833462
478,yelizovo,53.1873,158.3805,-0.92,63,75,1.0,RU,1699833462
479,comandante fontana,-25.3345,-59.6821,36.34,28,61,2.04,AR,1699833463
480,ghadamis,30.1337,9.5007,17.15,39,0,2.16,LY,1699833464
481,laayoune,27.1622,-13.2032,20.19,68,63,4.12,EH,1699833464
482,nishinoomote,30.7333,131.0,13.31,62,40,7.2,JP,1699833466
483,businga,3.3333,20.8833,21.16,99,38,0.79,CD,1699833467
484,srandakan,-7.9386,110.2506,27.02,80,52,2.22,ID,1699833468
485,kapa'a,22.0752,-159.319,28.99,80,40,9.26,US,1699833468
486,sao vicente,-23.9631,-46.3919,35.71,56,32,3.13,BR,1699833469
487,bairnsdale,-37.8333,147.6167,17.81,57,85,1.34,AU,1699833205
488,dalianwan,39.0286,121.695,-0.98,69,0,1.0,CN,1699833471
489,jinchang,38.4953,102.1739,-2.74,52,0,1.23,CN,1699833471
490,dothan,31.2232,-85.3905,16.11,87,100,5.14,US,1699832922
491,port blair,11.6667,92.75,24.02,88,100,3.09,IN,1699833473
492,lipetsk,52.6031,39.5708,9.88,87,95,10.2,RU,1699833393
493,coquimbo,-29.9533,-71.3436,16.85,67,20,5.14,CL,1699833474
494,bojnurd,37.4747,57.329,5.97,87,2,0.0,IR,1699833475
495,carutapera,-1.195,-46.02,26.48,76,7,4.04,BR,1699833476
496,san ignacio de velasco,-16.3667,-60.95,29.88,50,38,2.38,BO,1699833477
497,werota,11.9167,37.7,16.83,73,86,1.26,ET,1699833477
498,bandarbeyla,9.4942,50.8122,26.63,84,41,6.89,SO,1699833478
499,protaras,35.0125,34.0583,19.99,90,21,1.69,CY,1699833479
500,tralee,52.2704,-9.7026,10.93,97,100,3.38,IE,1699833479
501,bereeda,11.8704,51.0579,26.97,78,44,4.86,SO,1699833480
502,sao paulo de olivenca,-3.3783,-68.8725,24.21,93,80,0.76,BR,1699833481
503,malangawa,26.8568,85.5581,18.19,69,0,1.75,NP,1699833482
504,tamanrasset,22.785,5.5228,16.95,16,0,2.57,DZ,1699833294
505,winnemucca,40.973,-117.7357,16.03,18,0,3.09,US,1699833484
506,mount gambier,-37.8333,140.7667,16.52,50,62,2.74,AU,1699833485
507,lasem,-6.6922,111.4527,28.18,72,12,2.54,ID,1699833485
508,jerada,34.31,-2.16,14.61,42,58,1.06,MA,1699833486
509,puerto gaitan,4.3133,-72.0816,26.8,75,46,2.12,CO,1699833487
510,cartagena del chaira,1.3349,-74.8429,23.89,98,70,0.14,CO,1699833489
511,zaozersk,69.4005,32.4476,-10.28,97,98,3.37,RU,1699833490
512,ingeniero guillermo n. juarez,-23.9,-61.85,35.56,34,61,0.89,AR,1699833491
513,flin flon,54.7682,-101.865,0.91,93,100,3.09,CA,1699833491
514,uglich,57.5275,38.3317,5.84,95,100,4.64,RU,1699833321
515,alexandria,31.2156,29.9553,21.3,76,2,3.33,EG,1699833493
516,pembroke,45.8168,-77.1162,-3.23,83,5,1.7,CA,1699833494
517,arkhangel'sk,64.5401,40.5433,-3.26,93,33,4.38,RU,1699833495
518,gateway,26.5776,-81.7504,27.99,77,0,3.09,US,1699833496
519,kzyltu,53.6364,72.3414,3.57,82,98,4.01,KZ,1699833497
520,alesund,62.4723,6.1549,2.96,74,0,3.6,NO,1699833352
521,cuyo,10.8525,121.0086,28.98,75,67,8.4,PH,1699833498
522,yuzhno-kurilsk,44.0306,145.8556,2.43,80,62,3.42,RU,1699833499
523,vilyuysk,63.7553,121.6247,-24.08,100,55,1.6,RU,1699833500
524,scarborough,54.2797,-0.4044,7.76,93,99,4.02,GB,1699833235
525,valdivia,-39.8142,-73.2459,12.05,71,30,1.6,CL,1699833503
526,ouargaye,11.5033,0.0572,28.23,19,44,2.66,BF,1699833504
527,igrim,63.1906,64.4162,-9.84,93,30,1.21,RU,1699833505
528,latakia,35.5148,35.7768,22.41,41,21,1.86,SY,1699833505
529,jhunjhunun,28.1307,75.4014,16.15,55,12,1.92,IN,1699833506
530,hilo,19.7297,-155.09,26.85,76,20,2.57,US,1699833469
531,ust'-ilimsk,58.0006,102.6619,-10.31,87,88,0.89,RU,1699833508
532,beloyarskiy,63.7119,66.6722,-11.11,94,27,2.24,RU,1699833508
533,chatham,51.3789,0.5279,10.89,77,100,3.51,GB,1699833509
534,sikasso,10.9167,-7.0,28.22,38,82,1.24,ML,1699833510
535,tvoroyri,61.5556,-6.8111,7.83,83,100,12.39,FO,1699833511
536,santiago de chuco,-8.15,-78.1833,14.41,71,68,0.53,PE,1699833511
537,sur,22.5667,59.5289,25.18,55,100,2.06,OM,1699833512
538,dededo village,13.5178,144.8391,29.91,81,20,8.75,GU,1699833513
539,hammerfest,70.6634,23.6821,-4.75,63,0,1.54,NO,1699833281
540,strzelce krajenskie,52.8773,15.5298,4.96,89,93,3.22,PL,1699833515
541,redencao,-4.2258,-38.7306,23.29,85,1,1.15,BR,1699833515
542,dali,25.7,100.1833,10.14,87,0,0.69,CN,1699833516
543,yanda bayo,11.5071,10.7459,23.02,27,29,3.63,NG,1699833517
544,keflavik,64.0049,-22.5624,3.95,70,0,6.17,IS,1699833518
545,basco,20.4487,121.9702,26.4,78,87,13.08,PH,1699833519
546,haizhou,34.5817,119.1289,2.93,46,67,2.87,CN,1699833520
547,nizhnevartovsk,60.9344,76.5531,0.01,100,100,3.13,RU,1699833520
548,lerwick,60.1545,-1.1494,8.36,80,55,8.25,GB,1699833521
549,san ignacio,17.1561,-89.0714,28.08,74,20,4.12,BZ,1699833522
550,villa bruzual,9.3328,-69.1208,24.8,87,90,1.55,VE,1699833523
551,el granada,37.5027,-122.4694,23.05,62,40,4.63,US,1699833524
552,kabinda,-6.1333,24.4833,17.48,98,59,1.62,CD,1699833524
553,mawu,29.5923,107.3139,8.12,81,100,1.53,CN,1699833525
554,menongue,-14.6585,17.691,18.11,84,87,2.29,AO,1699833526
555,san fernando,15.0286,120.6898,26.85,74,80,2.22,PH,1699833527
556,trujillo,-8.116,-79.03,19.98,83,36,4.12,PE,1699833277
557,piti village,13.4626,144.6933,30.49,81,20,6.17,GU,1699833529
558,pingliang,35.5392,106.6861,-1.12,58,0,1.8,CN,1699833530
559,rosarito,32.3333,-117.0333,27.45,31,30,0.98,MX,1699833530
560,kuzhener,56.8111,48.9128,1.51,95,100,8.07,RU,1699833531
561,kabalo,-6.05,26.9167,20.26,98,96,1.33,CD,1699833532
562,bubaque,11.2833,-15.8333,28.26,68,9,4.82,GW,1699833533
563,weining,26.85,104.2333,3.27,91,100,2.18,CN,1699833533
564,daleville,31.3102,-85.713,16.11,88,100,4.12,US,1699833534
565,urzhar,47.093,81.6294,3.66,91,100,2.27,KZ,1699833535
566,eldridge,41.6581,-90.5846,13.9,45,0,4.12,US,1699833359
567,kirensk,57.7853,108.1119,-10.58,91,96,1.34,RU,1699833537
568,udomlya,57.8794,34.9925,3.75,97,100,4.15,RU,1699833538
569,sao gabriel da cachoeira,-0.1303,-67.0892,25.75,84,83,0.24,BR,1699833539
570,tabuk,17.4189,121.4443,25.01,79,48,1.26,PH,1699833540
571,miri,4.4148,114.0089,26.08,94,40,3.09,MY,1699833541
572,mahina,-17.5065,-149.489,29.87,74,40,5.66,PF,1699833541
573,tshikapa,-6.4167,20.8,19.91,98,100,0.32,CD,1699833542
574,tangalle,6.024,80.7911,24.29,96,100,2.16,LK,1699833543
575,khadan khak,30.7477,67.7085,7.74,45,19,3.86,PK,1699833544
576,celso ramos,-27.6344,-51.3364,22.2,88,34,2.12,BR,1699833544
577,barra de santo antonio,-9.4047,-35.5072,23.6,75,2,2.91,BR,1699833545
578,crane,31.3974,-102.3501,14.21,74,100,4.07,US,1699833546
579,klaksvik,62.2266,-6.589,6.51,76,100,10.65,FO,1699833547
580,decatur,39.8403,-88.9548,12.03,40,0,3.09,US,1699833453
581,nagqu,31.5,92.0,-12.87,48,0,1.37,CN,1699833548
582,horki,54.2861,30.9842,2.18,97,100,7.77,BY,1699833482
583,ballina,-28.8667,153.5667,25.43,80,43,3.4,AU,1699833550
584,puerto aysen,-45.4,-72.7,5.57,100,99,2.37,CL,1699833551
585,kataba,13.9833,44.3833,15.83,64,17,1.5,YE,1699833551
586,gautier,30.3858,-88.6117,20.25,85,100,4.12,US,1699833552
587,watford city,47.8022,-103.2832,7.92,42,0,4.63,US,1699833553
588,motygino,58.1831,94.7592,-6.79,96,100,0.89,RU,1699833554
589,mont-dore,-22.2833,166.5833,26.99,55,92,6.86,NC,1699833554
590,shitanjing,39.2342,106.3439,-2.58,21,74,1.62,CN,1699833555
591,pangkalanbuun,-2.6833,111.6167,24.64,95,100,1.41,ID,1699833557
592,kirakira,-10.4544,161.9205,27.19,81,100,0.89,SB,1699833557
593,tumut,-35.3,148.2167,23.63,25,53,1.99,AU,1699833558
594,oxapampa,-10.5775,-75.4017,16.78,96,69,1.07,PE,1699833559
595,ewo,-0.8725,14.8206,22.65,95,99,0.18,CG,1699833563
596,aur,8.1499,171.1687,28.5,82,100,8.31,MH,1699833564
597,watsa,3.0372,29.5355,17.47,98,32,0.86,CD,1699833564
